N,P,K,temperature,humidity,ph,rainfall,label,Dist Name,Year,Dist Code,State Code,State Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha)
83,40,40,23.85035812,84.79483644,6.281217959,299.2940117,rice,gorakhpur,1980,221,12,Uttar Pradesh,295.7,279.9,946.57
90,46,42,23.89830912,81.39617375,7.509795588,250.4980348,rice,gorakhpur,2008,221,12,Uttar Pradesh,318.67,683.54,2144.98
65,60,43,21.94488982,81.86728603,5.656088146,227.960992,rice,hoshangabad,2012,43,6,Madhya Pradesh,30.05,61.74,2054.58
76,60,39,20.03347875,80.34633431,6.781970963,209.7375671,rice,murshidabad,1979,804,13,West Bengal,319.2,466.69,1462.06
91,36,45,24.43801219,82.47367981,5.946617479,267.3417723,rice,mandya,1994,68,5,Karnataka,73.64,242.56,3293.86
60,36,43,23.41505776,83.04556981,5.288880586,220.0600468,rice,chhindwara,2010,9,6,Madhya Pradesh,18.3,30.2,1650.27
88,54,44,25.81264322,83.90440499,6.126939849,231.8601026,rice,sangrur,1979,175,9,Punjab,103,315,3058.25
60,55,44,23.012769,82.30438905,7.844634947,263.7142142,rice,murshidabad,2001,804,13,West Bengal,395.06,1085.35,2747.3
61,52,41,24.94832247,83.8939079,6.886068776,204.8814288,rice,chhindwara,1990,9,6,Madhya Pradesh,20.8,20.7,995.19
83,58,45,25.7188086,83.49453864,5.855153713,245.1021254,rice,ludhiana,1979,171,9,Punjab,91,313,3439.56
84,50,44,25.49874717,81.38071297,5.954464485,182.0419068,rice,sangrur,1997,175,9,Punjab,339.56,1301.16,3831.9
82,40,40,23.82012513,84.83211446,6.297070783,298.8661287,rice,hoshangabad,2004,43,6,Madhya Pradesh,13.48,12.99,963.65
88,35,40,23.54002226,83.60338081,5.846590978,290.9596575,rice,east godavari,1983,46,1,Andhra Pradesh,436.7,965.6,2211.13
83,58,45,25.70607463,83.51994041,5.894962987,245.9656099,rice,gorakhpur,1980,221,12,Uttar Pradesh,295.7,279.9,946.57
91,36,45,24.41877161,82.48679642,5.950757015,268.5145435,rice,karnal,2013,184,4,Haryana,484.56,1677.4,3461.7
97,36,45,22.23568039,81.85809902,6.947121258,278.1508136,rice,kolhapur,2000,107,7,Maharashtra,106.7,233.7,2190.25
60,51,36,22.73452515,82.78514693,6.059646088,257.8113418,rice,ludhiana,2011,171,9,Punjab,269.9,1148.6,4255.65
93,56,42,23.79582005,82.23192892,7.406716437,194.5561287,rice,kolhapur,1990,107,7,Maharashtra,103.1,259.3,2515.03
81,41,38,22.68825772,83.72213458,7.521695244,201.0993987,rice,murshidabad,1979,804,13,West Bengal,319.2,466.69,1462.06
66,53,41,25.08450503,80.56010123,7.756838408,256.8873754,rice,east godavari,2011,46,1,Andhra Pradesh,337.09,1176.83,3491.14
72,40,38,20.39251766,82.25704382,7.607585573,245.7162427,rice,mandya,2004,68,5,Karnataka,91.99,339.53,3690.94
60,43,44,20.98516203,82.91991497,7.386684493,298.4832085,rice,meerut,1992,191,12,Uttar Pradesh,23.53,52.25,2220.86
89,54,38,24.5911547,83.51631395,6.66955265,230.0814095,rice,karnal,1987,184,4,Haryana,309,746,2414.24
70,36,42,21.77318726,80.79719033,6.949913847,201.6489905,rice,ahmednagar,2006,102,7,Maharashtra,8.4,6.6,785.71
63,44,41,24.12306863,83.71010677,5.562055623,257.2967646,rice,karnal,1978,184,4,Haryana,288.9,867,3001.04
72,45,35,25.44947207,82.97545286,5.770948543,194.9463794,rice,karnal,1991,184,4,Haryana,378.25,1035.6,2737.86
72,45,35,25.36642932,82.93732973,5.779350792,195.6618314,rice,ludhiana,1992,171,9,Punjab,238,923.2,3878.99
93,56,36,24.06872241,82.10217342,6.983387416,185.2171946,rice,kolhapur,1999,107,7,Maharashtra,103.5,262.6,2537.2
85,37,39,24.4866666,82.7777453,6.388265012,224.7548177,rice,sangrur,1990,175,9,Punjab,287,1060,3693.38
91,35,39,23.75777304,80.35952066,7.002952863,205.7710605,rice,chhindwara,1982,9,6,Madhya Pradesh,26,21.5,826.92
61,53,43,26.39554243,81.00167417,6.314777287,222.6728178,rice,bareilly,1994,199,12,Uttar Pradesh,136.65,248.48,1818.37
99,41,36,24.49679728,82.79300014,6.729668404,181.847834,rice,east godavari,1980,46,1,Andhra Pradesh,369,831,2252.03
72,45,35,25.4220541,82.94952863,5.746318386,195.1694678,rice,murshidabad,1996,804,13,West Bengal,337.03,908.92,2696.85
75,54,36,26.33315505,84.57645919,7.03053072,257.650909,rice,hoshangabad,1979,43,6,Madhya Pradesh,11.9,4.2,352.94
61,52,41,24.92819095,83.87037364,6.881285905,204.3719603,rice,guntur,2003,49,1,Andhra Pradesh,197.48,555.61,2813.59
91,35,38,24.87163191,80.51758353,6.140586881,184.1392705,rice,chhindwara,2006,9,6,Madhya Pradesh,20.56,16.67,810.8
72,40,38,20.43951807,82.20631127,7.595630279,245.1481423,rice,ludhiana,2016,171,9,Punjab,271.9,1307.75,4809.67
95,55,42,26.76515378,82.10221405,5.942541158,194.4560398,rice,ahmednagar,1989,102,7,Maharashtra,6.3,9.8,1555.56
91,53,40,26.53845232,81.41265451,5.38002523,263.0958658,rice,mandya,2015,68,5,Karnataka,58.49,214.38,3665.24
90,42,43,20.87563791,81.9512124,6.494366734,203.4895244,rice,kolhapur,2017,107,7,Maharashtra,109.46,334.3,3054.2
89,54,38,24.54084003,83.51344926,6.691087447,229.9527874,rice,east godavari,1985,46,1,Andhra Pradesh,377.5,911.5,2414.57
64,45,43,25.66645869,83.54905064,5.526221422,209.6672697,rice,kolhapur,2001,107,7,Maharashtra,106.3,290.5,2732.83
85,38,41,21.52240386,82.80545992,6.248942636,276.1023408,rice,chhindwara,2005,9,6,Madhya Pradesh,21.57,16.49,764.49
90,42,43,20.85117972,82.00308588,6.477523037,202.9425522,rice,gorakhpur,1989,221,12,Uttar Pradesh,473,884,1868.92
100,57,35,26.79269011,81.20291677,5.957632823,271.9628887,rice,hoshangabad,1982,43,6,Madhya Pradesh,12.2,13.2,1081.97
72,45,35,25.43946284,82.96919069,5.743424162,195.1436194,rice,murshidabad,1982,804,13,West Bengal,287.28,265.63,924.64
89,46,42,22.67916587,83.4925053,6.621723595,195.1267086,rice,gorakhpur,1992,221,12,Uttar Pradesh,314.53,499.04,1586.62
83,60,36,25.57169748,80.10138137,6.91253765,201.50805,rice,hoshangabad,2002,43,6,Madhya Pradesh,11,13.9,1263.64
81,53,42,23.68938794,81.03304941,5.17312348,233.6625473,rice,guntur,2016,49,1,Andhra Pradesh,194.37,801.72,4124.67
61,52,41,24.89304873,83.86580141,6.904248625,204.4873967,rice,ahmednagar,2004,102,7,Maharashtra,8,5.8,725
99,54,37,21.1672851,80.34832303,5.596925416,197.6850538,rice,ludhiana,2003,171,9,Punjab,253.45,1101.6,4346.42
60,49,44,20.73591395,84.51110548,6.234757333,241.1038952,rice,bareilly,1979,199,12,Uttar Pradesh,79.5,29.6,372.33
88,35,40,23.60465304,83.5970521,5.861411916,292.1961946,rice,east godavari,1986,46,1,Andhra Pradesh,402,718,1786.07
60,36,43,23.51263816,83.0916172,5.297038866,220.1720808,rice,karnal,2002,184,4,Haryana,469.56,1322.08,2815.55
99,41,36,24.44145906,82.78774267,6.750363049,182.5849312,rice,ahmednagar,2001,102,7,Maharashtra,7.3,4.1,561.64
72,45,35,25.48598946,82.91815477,5.749308631,195.2546128,rice,gorakhpur,1996,221,12,Uttar Pradesh,319,712.51,2233.57
75,54,36,26.32079264,84.55144873,7.051213668,257.446554,rice,ludhiana,2005,171,9,Punjab,262.75,1184.15,4506.76
65,60,43,21.95560899,81.90307698,5.63986124,228.0601376,rice,mandya,1982,68,5,Karnataka,62.9,194,3084.26
74,39,38,23.24205176,84.57582844,7.757134442,232.9418555,rice,ludhiana,2015,171,9,Punjab,269.9,1238.6,4589.11
74,35,40,26.4722501,80.19371242,6.996127874,242.2897349,rice,murshidabad,1990,804,13,West Bengal,353.95,785.36,2218.84
98,47,37,23.50970605,81.37776892,7.379733011,224.8465986,rice,karnal,1979,184,4,Haryana,316,594,1879.75
70,36,42,21.87723669,80.74532024,6.932202937,202.6636531,rice,guntur,2016,49,1,Andhra Pradesh,194.37,801.72,4124.67
74,54,38,25.7285447,83.48017199,7.108625289,217.9874991,rice,murshidabad,2014,804,13,West Bengal,367.46,1190.49,3239.78
76,40,43,25.2334347,83.07054926,5.058839016,231.5420702,rice,kolhapur,2004,107,7,Maharashtra,111.1,281.3,2531.95
90,42,43,20.87421486,81.98148881,6.508896066,203.0423127,rice,meerut,2011,191,12,Uttar Pradesh,65.75,167.52,2547.97
78,35,44,26.54577528,84.63400359,7.072337777,183.808774,rice,kolhapur,1983,107,7,Maharashtra,99.3,215.2,2167.17
67,45,38,22.65460087,82.17509729,7.283947553,260.503102,rice,meerut,2007,191,12,Uttar Pradesh,51.86,125.29,2415.89
88,35,40,23.61463355,83.56020515,5.826231306,290.5501538,rice,gorakhpur,2014,221,12,Uttar Pradesh,318.4,744,2336.68
85,38,41,21.57613828,82.77921689,6.242246242,275.3335435,rice,ahmednagar,1999,102,7,Maharashtra,5.7,8,1403.51
73,35,38,24.82371529,81.98077707,4.988141742,185.691804,rice,sangrur,1980,175,9,Punjab,90,330,3666.67
66,60,38,22.0725119,83.46332075,6.356484555,232.064604,rice,east godavari,1987,46,1,Andhra Pradesh,422,1019,2414.69
75,39,38,23.26977145,84.6478747,7.769108168,232.4568131,rice,east godavari,1981,46,1,Andhra Pradesh,380,902,2373.68
79,42,37,24.96972443,82.83361604,6.566151725,296.1101872,rice,meerut,1992,191,12,Uttar Pradesh,23.53,52.25,2220.86
97,36,45,22.20057669,81.77097848,6.942124085,277.9053654,rice,hoshangabad,2003,43,6,Madhya Pradesh,12.4,16.1,1298.39
60,51,36,22.68268426,82.86385848,6.041046882,257.6790985,rice,ahmednagar,2016,102,7,Maharashtra,15,26.2,1746.67
93,56,36,24.06005127,82.02120929,6.991384208,185.726802,rice,mandya,2008,68,5,Karnataka,89.36,285.55,3195.5
74,54,38,25.6138643,83.56439701,7.098288495,217.8869058,rice,ludhiana,1994,171,9,Punjab,256,910.45,3556.45
83,41,43,21.12983139,82.67425423,6.234649817,232.4579254,rice,chhindwara,1998,9,6,Madhya Pradesh,19.4,12.1,623.71
93,56,36,23.98358473,82.00628559,6.960503142,184.8430622,rice,guntur,2016,49,1,Andhra Pradesh,194.37,801.72,4124.67
88,54,44,25.73042129,83.95460173,6.152270968,233.5593033,rice,hoshangabad,1989,43,6,Madhya Pradesh,12,12.4,1033.33
76,47,42,20.13285748,83.30330733,5.7504768,263.0802861,rice,hoshangabad,1987,43,6,Madhya Pradesh,13,14,1076.92
93,56,36,23.99173239,82.01695515,6.984278206,185.7406772,rice,east godavari,1991,46,1,Andhra Pradesh,374.24,841.03,2247.3
67,47,44,26.78727919,81.80464629,7.853673539,281.3642474,rice,meerut,1992,191,12,Uttar Pradesh,23.53,52.25,2220.86
99,55,35,21.74457251,80.23820922,6.514883958,277.5640016,rice,sangrur,2010,175,9,Punjab,383.56,1677.92,4374.6
91,35,38,24.88416118,80.53686599,6.122835158,183.0693817,rice,ahmednagar,1995,102,7,Maharashtra,5.8,9.3,1603.45
77,36,37,26.87069382,81.4616191,6.123100274,194.2363282,rice,ludhiana,1994,171,9,Punjab,256,910.45,3556.45
90,42,43,20.90679277,81.99715141,6.478011908,203.735603,rice,ahmednagar,1984,102,7,Maharashtra,6.4,9,1406.25
94,53,40,20.22651107,82.87951769,5.741015537,241.4910775,rice,guntur,2004,49,1,Andhra Pradesh,304.69,1050.21,3446.8
97,59,43,26.32433786,84.06592465,6.310362518,270.4759848,rice,murshidabad,1998,804,13,West Bengal,362.98,994.05,2738.58
94,53,40,20.31405239,82.8215023,5.70397509,241.8557666,rice,ahmednagar,1997,102,7,Maharashtra,10.3,12.6,1223.3
77,36,37,26.88642707,81.40797734,6.149720979,194.6122765,rice,hoshangabad,1990,43,6,Madhya Pradesh,11.7,14.1,1205.13
73,54,38,25.65099721,83.5119296,7.141253555,218.3020583,rice,east godavari,2003,46,1,Andhra Pradesh,399.99,1631.55,4078.98
99,55,35,21.70371103,80.26211512,6.496646344,278.7687549,rice,chhindwara,1986,9,6,Madhya Pradesh,28,16,571.43
93,56,36,23.94171455,82.06070922,6.99690882,185.9853947,rice,guntur,1990,49,1,Andhra Pradesh,371.9,1158.49,3115.02
91,35,39,23.83146441,80.38741611,6.986604018,205.9283087,rice,guntur,1997,49,1,Andhra Pradesh,371.56,1056.16,2842.5
85,37,39,24.54364365,82.75558901,6.351965985,224.5891881,rice,ludhiana,2004,171,9,Punjab,259.75,1199.65,4618.48
90,42,43,20.8522277,81.96616343,6.471368814,202.6379536,rice,meerut,1995,191,12,Uttar Pradesh,27.7,67.82,2448.33
67,47,44,26.70065534,81.79546519,7.874127423,280.6429232,rice,karnal,2002,184,4,Haryana,469.56,1322.08,2815.55
60,36,43,23.45619732,83.09306687,5.291794661,220.590707,rice,bareilly,2012,199,12,Uttar Pradesh,83.83,191.38,2282.95
85,37,39,24.5277786,82.73198542,6.380477339,225.2337558,rice,ludhiana,1994,171,9,Punjab,256,910.45,3556.45
93,56,36,24.04070236,82.04473103,6.976268926,184.9830695,rice,east godavari,1979,46,1,Andhra Pradesh,326,675,2070.55
76,49,42,25.03290136,84.4761639,5.204093997,197.2912824,rice,sangrur,1990,175,9,Punjab,287,1060,3693.38
76,60,39,20.07975524,80.30708735,6.741348893,207.4190823,rice,ludhiana,1987,171,9,Punjab,186,730,3924.73
72,40,38,20.46479871,82.17959302,7.5944605,246.0694405,rice,ahmednagar,2001,102,7,Maharashtra,7.3,4.1,561.64
83,50,44,25.48972468,81.41067719,5.909535658,183.0902658,rice,bareilly,1985,199,12,Uttar Pradesh,137,257.7,1881.02
74,35,40,26.46867103,80.26607891,7.002569124,242.6186656,rice,mandya,2004,68,5,Karnataka,91.99,339.53,3690.94
67,58,39,25.2278036,80.56298282,5.437147976,220.3240245,rice,karnal,1982,184,4,Haryana,330,918,2781.82
93,58,38,20.66508541,83.7937226,6.947027748,280.0241213,rice,gorakhpur,2005,221,12,Uttar Pradesh,318.89,664.61,2084.14
90,42,43,20.934685,81.97820032,6.498813533,203.9830008,rice,chhindwara,2013,9,6,Madhya Pradesh,13.81,28.05,2031.14
73,35,38,24.90074223,81.98285342,4.974430118,187.0044982,rice,ahmednagar,1983,102,7,Maharashtra,6.8,11.8,1735.29
93,56,42,23.83764249,82.2080195,7.391261086,194.8194172,rice,east godavari,2007,46,1,Andhra Pradesh,410.78,1518.59,3696.84
83,58,45,25.77165387,83.52795984,5.873902134,244.6732981,rice,kolhapur,1990,107,7,Maharashtra,103.1,259.3,2515.03
67,45,38,22.75016475,82.13878707,7.327778816,261.8340798,rice,kolhapur,1979,107,7,Maharashtra,100.3,168.2,1676.97
77,38,36,21.87376143,80.18829162,5.96233811,224.4853563,rice,mandya,2000,68,5,Karnataka,78.9,234,2965.78
75,54,36,26.29706786,84.56523761,7.028208721,256.775608,rice,sangrur,1984,175,9,Punjab,204,619,3034.31
90,44,38,23.81173216,83.87808171,7.44228579,241.2721379,rice,sangrur,1986,175,9,Punjab,233,846,3630.9
95,52,36,26.15283977,83.82898559,5.546568663,286.6652481,rice,guntur,2004,49,1,Andhra Pradesh,304.69,1050.21,3446.8
74,35,40,26.52681924,80.1580973,6.975940621,242.3813002,rice,guntur,2011,49,1,Andhra Pradesh,347.32,1316.41,3790.21
68,58,38,23.23357209,83.06399997,6.316646933,220.7852572,rice,chhindwara,2014,9,6,Madhya Pradesh,20,48,2400
73,35,38,24.90613992,81.98520907,5.001393204,186.3645618,rice,gorakhpur,2000,221,12,Uttar Pradesh,316.3,697.37,2204.77
91,56,37,23.45712516,80.58557782,6.372457968,268.9412461,rice,ludhiana,1998,171,9,Punjab,253.45,829.65,3273.43
76,49,42,25.00535908,84.48923928,5.17506433,196.3338382,rice,chhindwara,2006,9,6,Madhya Pradesh,20.56,16.67,810.8
67,47,44,26.72570052,81.74879221,7.865600798,280.4434801,rice,murshidabad,1984,804,13,West Bengal,303.12,477.78,1576.21
83,41,43,21.06070233,82.69039361,6.237239327,233.9841928,rice,meerut,1990,191,12,Uttar Pradesh,19.62,41.45,2112.37
60,49,44,20.86761099,84.54398005,6.228109506,241.0078092,rice,hoshangabad,2006,43,6,Madhya Pradesh,15.93,21.33,1338.98
75,38,39,23.43919925,84.75829361,6.219141538,285.013223,rice,murshidabad,1994,804,13,West Bengal,345.82,793.19,2293.65
76,49,42,24.99484746,84.4582834,5.208035377,197.8145687,rice,mandya,1985,68,5,Karnataka,66.6,221.1,3319.82
69,37,42,23.11565962,83.32628894,7.047576442,249.1906553,rice,hoshangabad,1993,43,6,Madhya Pradesh,10.7,13.6,1271.03
88,35,40,23.60234898,83.59782654,5.829264948,291.4209167,rice,sangrur,2001,175,9,Punjab,355.48,1387.92,3904.35
93,56,36,23.99246669,82.05767763,6.981020013,184.4559973,rice,kolhapur,1998,107,7,Maharashtra,106.3,289.8,2726.25
97,50,41,24.60189282,80.51272195,7.0732111,260.6551784,rice,chhindwara,1993,9,6,Madhya Pradesh,19.4,17.5,902.06
84,51,35,22.38145536,80.63052461,6.023602025,198.8982746,rice,kolhapur,2009,107,7,Maharashtra,113.3,293.27,2588.44
93,56,42,23.79672776,82.25712803,7.368543029,194.9438724,rice,east godavari,1993,46,1,Andhra Pradesh,395,1211,3065.82
67,47,44,26.6608,81.78651478,7.872390452,279.8690099,rice,chhindwara,2012,9,6,Madhya Pradesh,13.94,38.37,2752.51
94,53,40,20.25422912,82.88960322,5.69855428,241.8844569,rice,murshidabad,1985,804,13,West Bengal,275.03,435.63,1583.94
77,36,37,26.93284779,81.49339429,6.147624201,194.3070558,rice,guntur,1988,49,1,Andhra Pradesh,381.4,1180.6,3095.44
95,52,36,26.24347156,83.86055772,5.538174573,286.195332,rice,hoshangabad,2013,43,6,Madhya Pradesh,41.8,65.92,1577.03
94,39,36,23.89676086,83.14333247,5.567938605,284.3427863,rice,ludhiana,1985,171,9,Punjab,182,694,3813.19
99,55,35,21.70995985,80.21653546,6.476809615,278.5709361,rice,bareilly,2016,199,12,Uttar Pradesh,160.28,358.38,2236
90,44,38,23.81758686,83.83994373,7.478010372,241.9373471,rice,sangrur,1999,175,9,Punjab,366.56,1306.16,3563.29
81,45,35,26.52697808,80.11263991,6.127839021,219.402551,rice,ludhiana,2002,171,9,Punjab,248,1066.8,4301.61
78,43,42,21.34442962,82.98040509,7.292880467,193.0363393,rice,east godavari,1984,46,1,Andhra Pradesh,380.5,923.7,2427.6
84,51,35,22.33797141,80.69074562,6.041316141,197.4861154,rice,murshidabad,1983,804,13,West Bengal,331.67,489.43,1475.65
93,47,37,21.45613306,82.19833356,6.502555203,297.0103633,rice,east godavari,1999,46,1,Andhra Pradesh,406.21,1273.77,3135.74
83,41,43,21.06355867,82.6744908,6.25427608,233.0503747,rice,gorakhpur,1983,221,12,Uttar Pradesh,303.7,343.2,1130.06
60,55,45,21.4049704,83.27621874,5.919600029,286.7037277,rice,chhindwara,1986,9,6,Madhya Pradesh,28,16,571.43
67,47,44,26.72050369,81.78786188,7.865015194,280.7116506,rice,ahmednagar,2011,102,7,Maharashtra,7.9,7.8,987.34
78,35,44,26.5259949,84.6714651,7.056750213,185.3521002,rice,chhindwara,2013,9,6,Madhya Pradesh,13.81,28.05,2031.14
97,50,41,24.50261118,80.56954319,7.055602474,260.2549153,rice,murshidabad,1991,804,13,West Bengal,338.84,764.42,2255.99
83,41,43,21.08525298,82.70252735,6.244430062,232.4133566,rice,mandya,2017,68,5,Karnataka,33.85,100.51,2969.07
93,56,42,23.86086683,82.26880396,7.383590188,195.7529245,rice,gorakhpur,2000,221,12,Uttar Pradesh,316.3,697.37,2204.77
85,37,39,24.54130931,82.75039898,6.386437063,224.0712857,rice,ahmednagar,2011,102,7,Maharashtra,7.9,7.8,987.34
73,57,41,21.46472392,84.88212294,5.817230894,272.2509529,rice,meerut,2009,191,12,Uttar Pradesh,63.75,164.76,2584.26
82,40,40,23.81976652,84.84414977,6.265831874,298.1119483,rice,bareilly,1985,199,12,Uttar Pradesh,137,257.7,1881.02
95,55,42,26.83472475,82.17266518,5.948068038,193.8831019,rice,ludhiana,2001,171,9,Punjab,247.15,964.6,3902.89
89,54,38,24.52789267,83.50073413,6.665401768,230.4571955,rice,murshidabad,1991,804,13,West Bengal,338.84,764.42,2255.99
97,36,45,22.25808801,81.87973077,6.939232212,278.6588329,rice,ahmednagar,1982,102,7,Maharashtra,6.9,10.3,1492.75
91,35,38,24.97519429,80.52420708,6.16012875,183.8697092,rice,meerut,1991,191,12,Uttar Pradesh,20.79,41.53,1997.3
99,54,37,21.10586305,80.33748626,5.591511993,199.4325085,rice,gorakhpur,1994,221,12,Uttar Pradesh,310.3,589.57,1900
79,43,39,21.6906642,80.74216845,7.08341179,210.9705651,rice,murshidabad,2009,804,13,West Bengal,373.1,1040.4,2788.53
90,44,38,23.86290674,83.91115856,7.454746585,240.9914729,rice,ahmednagar,2003,102,7,Maharashtra,7.6,5.9,776.32
99,55,35,21.68459434,80.20653381,6.51975824,277.8073037,rice,mandya,1989,68,5,Karnataka,72.6,211.4,2911.85
98,47,37,23.44527951,81.27933471,7.383298502,223.8924941,rice,mandya,1981,68,5,Karnataka,67.2,305.2,4541.67
90,44,38,23.78866403,83.87790981,7.449041126,241.1926918,rice,gorakhpur,1987,221,12,Uttar Pradesh,290.8,514.4,1768.91
85,38,41,21.56913917,82.76147345,6.233604957,277.2631026,rice,meerut,2002,191,12,Uttar Pradesh,34.79,80.01,2299.93
93,56,36,23.97029764,82.06336724,6.989699926,184.16911,rice,east godavari,1984,46,1,Andhra Pradesh,380.5,923.7,2427.6
94,53,40,20.28155928,82.91661232,5.721802329,240.5254583,rice,guntur,2008,49,1,Andhra Pradesh,393.29,1368.83,3480.46
81,45,35,26.51045442,80.11168047,6.174221956,217.6438993,rice,karnal,2006,184,4,Haryana,469.49,1574.86,3354.39
85,38,41,21.58532886,82.79802435,6.249765569,276.3582056,rice,murshidabad,1996,804,13,West Bengal,337.03,908.92,2696.85
67,43,39,25.98012525,84.99295643,6.003618981,187.7148684,rice,hoshangabad,1978,43,6,Madhya Pradesh,11.3,10.1,893.81
67,43,39,26.04436089,84.95914099,5.971668008,186.8464535,rice,karnal,1992,184,4,Haryana,416.08,1087,2612.45
99,41,36,24.48419497,82.76816862,6.739663983,181.6305919,rice,bareilly,1995,199,12,Uttar Pradesh,138.82,299.28,2155.89
85,58,41,21.75736,80.29205191,7.070861272,227.6030913,rice,ludhiana,1984,171,9,Punjab,171,610,3567.25
61,52,41,24.9017269,83.91687813,6.914547889,204.4758214,rice,sangrur,2015,175,9,Punjab,390.88,1875.72,4798.71
69,46,41,23.58872983,80.29146115,5.004129066,262.2770462,rice,ludhiana,1989,171,9,Punjab,210,877,4176.19
88,55,45,24.6396305,80.41676174,7.715963977,253.3352128,rice,hoshangabad,1999,43,6,Madhya Pradesh,10.6,15.8,1490.57
89,45,36,21.4200099,80.46583895,6.470406332,186.1768196,rice,hoshangabad,2012,43,6,Madhya Pradesh,30.05,61.74,2054.58
93,56,42,23.861008,82.18554018,7.387599012,195.3705458,rice,guntur,1989,49,1,Andhra Pradesh,384.4,1149.5,2990.37
68,57,43,26.14127027,80.37712446,5.712305536,182.8871449,rice,sangrur,2000,175,9,Punjab,363.72,1370,3766.63
74,54,38,25.67345005,83.46162289,7.103424201,218.4642963,rice,ludhiana,1986,171,9,Punjab,188,804,4276.6
90,42,43,20.94606495,81.98897333,6.487445976,201.6688736,rice,east godavari,1991,46,1,Andhra Pradesh,374.24,841.03,2247.3
61,52,41,24.94639052,83.86882833,6.853983502,204.770839,rice,meerut,1988,191,12,Uttar Pradesh,19.4,38.7,1994.85
65,37,40,23.3748601,83.64888977,5.334209075,189.7162398,rice,murshidabad,2003,804,13,West Bengal,403.46,1113.59,2760.1
78,43,42,21.30656391,83.02586168,7.290906694,192.7521762,rice,guntur,2006,49,1,Andhra Pradesh,373.26,1079.02,2890.78
84,50,44,25.43151303,81.39757874,5.918737909,181.8524381,rice,guntur,2001,49,1,Andhra Pradesh,385.18,1355.41,3518.86
93,47,37,21.56291738,82.14330539,6.49710595,295.2329078,rice,sangrur,1993,175,9,Punjab,332.4,1306.24,3929.72
65,37,40,23.33979416,83.5752171,5.333029814,189.4025634,rice,mandya,1998,68,5,Karnataka,79.89,245.66,3074.98
83,58,45,25.78683855,83.54950532,5.879737052,246.1951143,rice,east godavari,2017,46,1,Andhra Pradesh,386.54,1672.79,4327.61
90,46,42,24.01234977,81.42575735,7.500836713,249.0819285,rice,sangrur,2010,175,9,Punjab,383.56,1677.92,4374.6
78,58,44,26.79644777,80.84623461,5.112751723,285.9401519,rice,mandya,1981,68,5,Karnataka,67.2,305.2,4541.67
83,41,43,21.04727735,82.71818297,6.24816026,232.2481001,rice,chhindwara,2012,9,6,Madhya Pradesh,13.94,38.37,2752.51
64,45,43,25.60278313,83.55163342,5.526613751,210.3490615,rice,ludhiana,2005,171,9,Punjab,262.75,1184.15,4506.76
91,50,40,20.81339457,84.18079772,6.434044548,231.588941,rice,hoshangabad,2014,43,6,Madhya Pradesh,103,190.67,1851.17
67,45,38,22.64061742,82.17546763,7.314531751,260.6687057,rice,meerut,1994,191,12,Uttar Pradesh,26.55,61.74,2325.08
78,43,42,21.32351511,82.95924766,7.296700738,191.9039164,rice,bareilly,1980,199,12,Uttar Pradesh,106.8,152.9,1431.65
85,58,41,21.7850517,80.36808017,7.020780125,227.1931889,rice,kolhapur,2017,107,7,Maharashtra,109.46,334.3,3054.2
61,53,43,26.45074557,81.06699229,6.364278356,223.1504253,rice,gorakhpur,2000,221,12,Uttar Pradesh,316.3,697.37,2204.77
91,50,40,20.82665015,84.15890666,6.467115971,229.6477266,rice,meerut,2014,191,12,Uttar Pradesh,60.99,173.28,2841.15
84,50,44,25.51506467,81.35023952,5.916311743,182.6338009,rice,bareilly,2000,199,12,Uttar Pradesh,179.88,348.36,1936.62
75,38,39,23.45376335,84.78227414,6.216099875,284.7794052,rice,sangrur,1998,175,9,Punjab,359.64,1283.68,3569.35
74,54,38,25.68265798,83.41504558,7.124553361,218.2608766,rice,ludhiana,1983,171,9,Punjab,162,596,3679.01
72,40,38,20.45028226,82.22104815,7.59673558,245.6516913,rice,guntur,1979,49,1,Andhra Pradesh,359,644,1793.87
60,48,39,24.23795036,80.26012,7.032427486,231.700767,rice,ahmednagar,1978,102,7,Maharashtra,8.8,13.8,1568.18
88,46,42,22.6673248,83.42942517,6.635993147,194.6829769,rice,murshidabad,2004,804,13,West Bengal,410.7,1194.42,2908.25
95,39,36,23.87264304,83.13316189,5.571769057,284.614141,rice,chhindwara,1980,9,6,Madhya Pradesh,26.7,12.9,483.15
60,36,43,23.41874199,83.07668766,5.280224152,220.8740267,rice,sangrur,1992,175,9,Punjab,308.4,1161.64,3766.67
60,48,39,24.29745488,80.318435,7.037826004,230.6109327,rice,east godavari,2017,46,1,Andhra Pradesh,386.54,1672.79,4327.61
79,43,39,21.61098739,80.71403375,7.089929179,210.0315136,rice,east godavari,2012,46,1,Andhra Pradesh,401.06,1101.91,2747.49
67,45,38,22.79353949,82.17481598,7.324492796,260.3465299,rice,ludhiana,2009,171,9,Punjab,269.9,1264.65,4685.62
79,42,37,24.97983763,82.86416175,6.585722313,296.0443422,rice,ludhiana,1992,171,9,Punjab,238,923.2,3878.99
93,53,38,26.89900329,81.89904258,7.07436146,291.8663832,rice,ludhiana,2005,171,9,Punjab,262.75,1184.15,4506.76
64,45,43,25.6622158,83.4896515,5.528323741,209.2914992,rice,bareilly,2000,199,12,Uttar Pradesh,179.88,348.36,1936.62
